Ausreisser_Index
5
12
20
28
32
48
55
62
68
83
97
98
112
114
117
118
119
120
132
133
141
146
152
154
175
183
185
187
197
198
204
211
221
223
255
265
306
314
333
340
341
347
370
383
385
404
420
428
434
452
484
490
519
527
531
538
539
592
624
662
688
695
743
761
767
788
805
844
848
878
899
916
919
926
928
929
933
936
942
966
970
979
991
997
1013
1016
1037
1041
1068
1080
1090
1136
1140
1145
1147
1150
1161
1162
1189
1226
1227
1235
1249
1252
1272
1301
1313
1325
