Ausreisser_Index
1
5
6
7
12
20
26
28
32
48
54
55
67
68
82
83
87
89
97
98
102
103
112
113
114
118
120
122
126
130
132
133
141
149
154
175
183
185
188
197
198
204
206
211
221
222
223
226
246
255
257
263
265
306
318
333
335
336
341
342
349
359
370
397
416
420
423
424
452
467
484
490
526
527
531
554
561
592
605
651
677
717
726
729
743
815
839
848
856
893
899
916
922
936
942
950
970
976
979
981
998
1013
1080
1136
1140
1146
1147
1201
1235
1249
1274
1276
1313
