,tabpfn_ausreisser_wert,tabpfn_ausreisser_wert_norm
470,201098.05,1.7667031e-18
471,374346.28,9.213631e-18
472,41209860000.0,1.7713639e-12
473,62685132.0,2.6875896e-15
474,9832093.0,4.157468e-16
475,35288820000.0,1.516853e-12
476,205743.5,1.9663837e-18
477,640658.7,2.0660843e-17
478,41558920.0,1.7794974e-15
479,1753234.0,6.8483944e-17
480,3034279.8,1.235486e-16
481,324963070.0,1.3961383e-14
482,18669844000.0,8.025005e-13
483,232907380.0,1.0004448e-14
484,22491388000.0,9.667663e-13
485,726594.94,2.4354738e-17
486,371219.6,9.079232e-18
487,44184260.0,1.8923455e-15
488,57211740.0,2.4523207e-15
489,270334100.0,1.16132046e-14
490,88735410000000.0,3.814216e-09
491,4623847.0,1.918748e-16
492,263619.7,4.4541426e-18
493,1051132.9,3.8304726e-17
494,31609806.0,1.3518432e-15
495,2002932.6,7.921702e-17
496,320667.56,6.9062964e-18
497,1296531.6,4.8852983e-17
498,298010300.0,1.2802842e-14
499,213321660.0,9.162573e-15
500,3835881.8,1.5800478e-16
501,3664778500.0,1.5752051e-13
502,302204.22,6.1126654e-18
503,4459068400.0,1.9166239e-13
504,349690880.0,1.5024286e-14
505,7457370000.0,3.205418e-13
506,1477304700.0,6.3493807e-14
507,337614.9,7.634763e-18
508,18037210.0,7.6843676e-16
509,786312.7,2.6921655e-17
510,17548694.0,7.4743834e-16
511,91471544.0,3.9249487e-15
512,15728615.0,6.692038e-16
513,137005550.0,5.8821894e-15
514,197662.88,1.6190447e-18
515,21107840.0,9.004252e-16
516,53092852.0,2.2752736e-15
517,555902.56,1.7017673e-17
518,243245.23,3.5783635e-18
519,22045565000.0,9.47603e-13
520,5059144000.0,2.1745613e-13
521,1027051.94,3.7269625e-17
522,40259412.0,1.7236392e-15
523,3453090.8,1.4155084e-16
524,267414450.0,1.1487705e-14
525,16058419.0,6.8338015e-16
526,111666460000.0,4.7998805e-12
527,1073651140.0,4.61431e-14
528,1947665.9,7.684143e-17
529,2315887900.0,9.9539585e-14
530,1217138200.0,5.231077e-14
531,8844168.0,3.732817e-16
532,2158318300.0,9.2766594e-14
533,6669595.5,2.7980955e-16
534,16597897.0,7.065691e-16
535,1314213200.0,5.6483457e-14
536,5254790.0,2.1899534e-16
537,369195.25,8.9922176e-18
538,95853770.0,4.113315e-15
539,98719656.0,4.2365026e-15
540,415613.12,1.098745e-17
541,1370477700.0,5.890194e-14
542,430632.9,1.1633063e-17
543,93001980.0,3.9907335e-15
544,1004501.8,3.6300328e-17
545,190033260.0,8.161541e-15
546,1022400.8,3.7069702e-17
547,299541.72,5.99822e-18
548,225831.55,2.829851e-18
549,16737256.0,7.1255937e-16
550,900274.94,3.1820225e-17
551,673759.06,2.2083635e-17
552,3224585.2,1.3172872e-16
553,5662382.5,2.3651537e-16
554,4603718.5,1.9100958e-16
555,1052149.4,3.8348417e-17
556,708431.7,2.3574006e-17
557,193961600.0,8.330397e-15
558,214542.73,2.3446112e-18
559,404487580.0,1.7379676e-14
560,1229359200.0,5.283608e-14
561,83108170000.0,3.5723267e-12
562,47085613000.0,2.023928e-12
563,3774197.2,1.5535332e-16
564,651482430.0,2.799654e-14
565,4713422.0,1.957251e-16
566,2283152.8,9.126205e-17
567,924933.8,3.2880165e-17
568,2467972900.0,1.0607683e-13
569,4540377.0,1.8828691e-16
570,206756880.0,8.880391e-15
571,716896.06,2.393784e-17
572,114872810.0,4.930832e-15
573,343832.38,7.902017e-18
574,79530000.0,3.411652e-15
575,177187.19,7.3891465e-19
576,1255054.4,4.7070117e-17
577,1958985.4,7.7327994e-17
578,3370392.8,1.3799613e-16
579,3490719.0,1.4316825e-16
580,1350894.8,5.1189735e-17
581,19701112.0,8.3995816e-16
582,12684062000.0,5.452067e-13
583,37842510.0,1.6197508e-15
584,237798.19,3.3442267e-18
585,150045390.0,6.4426957e-15
586,3937007900.0,1.6922206e-13
587,3240347.8,1.3240626e-16
588,2791064.8,1.1309421e-16
589,1542711.9,5.9434826e-17
590,11596120000.0,4.9844243e-13
591,128000250.0,5.4951042e-15
592,160903180.0,6.9094087e-15
593,3293574.2,1.3469416e-16
594,2404222.2,9.646612e-17
595,301131.8,6.066569e-18
596,218224110.0,9.3733005e-15
597,6575246.0,2.75754e-16
598,1325543.9,5.0100047e-17
599,1954763600000.0,8.402384e-11
600,1671224.0,6.495881e-17
601,321477.9,6.941128e-18
602,2076232.6,8.236777e-17
603,4370073600.0,1.8783701e-13
604,5339177500.0,2.294931e-13
605,114965310000.0,4.9416786e-12
606,2915232.0,1.1843143e-16
607,25066357000.0,1.0774491e-12
608,7039564300.0,3.0258277e-13
609,256240370.0,1.10073964e-14
610,15521216.0,6.602889e-16
611,1576459.1,6.088542e-17
612,331602500.0,1.4246772e-14
613,55199216.0,2.365814e-15
614,93827420.0,4.0262144e-15
615,5980198.0,2.501764e-16
616,28544362000.0,1.2269482e-12
617,547833.2,1.6670818e-17
618,915725.5,3.2484355e-17
619,266182.4,4.5642982e-18
620,1564017.1,6.0350614e-17
621,1051672.1,3.8327903e-17
622,1963487200.0,8.4391946e-14
623,59262816.0,2.5404843e-15
624,1788452900.0,7.686824e-14
625,37707130000.0,1.6208019e-12
626,196826.88,1.5831104e-18
627,1970132.4,7.7807136e-17
628,473865570.0,2.036183e-14
629,465751800.0,2.0013066e-14
630,628737500000.0,2.702574e-11
631,6972230.5,2.9281805e-16
632,531827840.0,2.2853288e-14
633,14890885.0,6.3319466e-16
634,3134718700.0,1.3473634e-13
635,442002140.0,1.8992207e-14
636,51300956.0,2.1982506e-15
637,1676728.4,6.519541e-17
638,21234824.0,9.058835e-16
639,101103420.0,4.338967e-15
640,29366567000.0,1.26229e-12
641,6977103.5,2.9302753e-16
642,1409392.1,5.3704192e-17
643,10043181.0,4.2482024e-16
644,373594.25,9.1813044e-18
645,520991.97,1.551707e-17
646,9499405000.0,4.0831696e-13
647,29785306.0,1.2734187e-15
648,6133191.5,2.5675268e-16
649,572430700.0,2.4598569e-14
650,293191.78,5.7252735e-18
651,107198780000.0,4.6078415e-12
652,214716400.0,9.222524e-15
653,248414290.0,1.0670999e-14
654,276033200.0,1.1858175e-14
655,42311504.0,1.8118467e-15
656,354577.88,8.363903e-18
657,142391170.0,6.1136856e-15
658,1212110.0,4.522419e-17
659,55925380.0,2.3970274e-15
660,677064.7,2.2225724e-17
661,642891.9,2.0756834e-17
662,1284575400.0,5.52095e-14
663,4623975.5,1.9188032e-16
664,56983284.0,2.4425006e-15
665,9351106000.0,4.0194242e-13
666,8694311.0,3.6684023e-16
667,8073445.5,3.4015284e-16
668,340256900000.0,1.4625646e-11
669,34271708.0,1.4662627e-15
670,525166.25,1.5696498e-17
671,42023920.0,1.799485e-15
672,84437110.0,3.62258e-15
673,5945357.5,2.486788e-16
674,2212257.2,8.821466e-17
675,453121.97,1.2599736e-17
676,180002.7,8.599378e-19
677,444383600000.0,1.9101443e-11
678,329763.2,7.297265e-18
679,466085.9,1.3156979e-17
680,864591.3,3.0286394e-17
681,232323.56,3.1089054e-18
682,56514016.0,2.4223296e-15
683,16976562.0,7.2284574e-16
684,1323141200.0,5.686722e-14
685,44100540.0,1.8887469e-15
686,215045820.0,9.236684e-15
687,3452252200.0,1.4838524e-13
688,8859326.0,3.7393326e-16
689,102239350000.0,4.3946643e-12
690,31585464.0,1.3507969e-15
691,180261.3,8.710526e-19
692,249873.81,3.8632875e-18
693,3319374.2,1.3580315e-16
694,3221479.0,1.315952e-16
695,1691518800.0,7.270162e-14
696,1865715.1,7.331885e-17
697,127408570.0,5.469671e-15
698,8652400.0,3.6503872e-16
699,1397236.4,5.318169e-17
700,176197380.0,7.566817e-15
701,1234957.9,4.6206286e-17
702,57979316.0,2.485314e-15
703,24245704.0,1.0353036e-15
704,229015.11,2.966694e-18
705,11443671.0,4.850191e-16
706,4186288.0,1.730667e-16
707,528175.25,1.5825838e-17
708,784244.7,2.6832763e-17
709,186737680.0,8.019883e-15
710,11738275.0,4.976824e-16
711,319315.4,6.8481754e-18
712,4081760.8,1.6857368e-16
713,7942669.5,3.3453156e-16
714,918178.5,3.2589794e-17
715,19820286.0,8.4508075e-16
716,1410418.4,5.3748304e-17
717,344627.22,7.9361826e-18
718,3432599600.0,1.475405e-13
719,10622827.0,4.4973585e-16
720,30956106.0,1.3237446e-15
721,10871741.0,4.604352e-16
722,569932860.0,2.44912e-14
723,261425.44,4.359824e-18
724,1063465.6,3.883484e-17
725,35249100000.0,1.5151456e-12
726,301490370000.0,1.2959299e-11
727,9070294.0,3.8300154e-16
728,4351971.0,1.8018843e-16
729,30289117000.0,1.301945e-12
730,6241234.0,2.613968e-16
731,1018700.3,3.691064e-17
732,3859779.0,1.5903198e-16
733,3514624.0,1.4419579e-16
734,2171690.2,8.647093e-17
735,107391510.0,4.609255e-15
736,59612820000.0,2.5623993e-12
737,5250767000.0,2.2569286e-13
738,1006521100.0,4.3257573e-14
739,49893292.0,2.1377432e-15
740,9749136000.0,4.1905143e-13
741,336157660.0,1.4442572e-14
742,1481188.1,5.6790283e-17
743,7140526.5,3.000521e-16
744,6176249.5,2.586035e-16
745,2498479.2,1.0051768e-16
746,2859833.2,1.1605017e-16
747,133793760.0,5.744133e-15
748,1380346.9,5.2455705e-17
749,1869885.1,7.3498094e-17
750,192081090.0,8.249565e-15
751,72668900.0,3.1167333e-15
752,1362261.0,5.16783e-17
753,1436954.5,5.488894e-17
754,774603.56,2.6418349e-17
755,1459365.5,5.5852254e-17
756,1561221.9,6.023047e-17
757,268928.66,4.6823435e-18
758,30795110000.0,1.3236947e-12
759,719997.7,2.4071161e-17
760,2674055700.0,1.1493513e-13
761,205272210.0,8.816574e-15
762,2895085.0,1.1756543e-16
763,3358061800.0,1.4433656e-13
764,318068.62,6.794583e-18
765,15072417.0,6.409977e-16
766,268490.5,4.6635103e-18
767,1708855900.0,7.344684e-14
768,23693762.0,1.0115788e-15
769,677672.5,2.225185e-17
770,524862.1,1.5683425e-17
771,3102650.2,1.2648744e-16
772,2032002.5,8.046657e-17
773,257610.94,4.1958612e-18
774,1893224.5,7.450131e-17
775,29493586.0,1.2608793e-15
776,33018522.0,1.4123957e-15
777,5779559000.0,2.4842254e-13
778,11652661.0,4.9400237e-16
779,260621.11,4.3252513e-18
780,261957490.0,1.1253142e-14
781,31545878.0,1.3490954e-15
782,83850110000.0,3.6042185e-12
783,2041627100.0,8.775072e-14
784,55909972.0,2.3963653e-15
785,25550554.0,1.0913914e-15
786,3697402.2,1.5205235e-16
787,3458649.0,1.4178976e-16
788,312509340.0,1.342607e-14
789,8102900.0,3.4141892e-16
790,122554530.0,5.2610245e-15
791,18489200.0,7.8786515e-16
792,2059619.1,8.1653645e-17
793,600634.2,1.8940423e-17
794,39461410.0,1.6893375e-15
795,1007797.7,3.6441998e-17
796,297240.8,5.8993173e-18
797,2464529.5,9.905837e-17
798,8413598.0,3.54774e-16
799,88017064.0,3.776461e-15
800,8702611.0,3.67197e-16
801,459258.75,1.28635204e-17
802,35139132.0,1.5035483e-15
803,988324.2,3.5604947e-17
804,6120290.0,2.561981e-16
805,1017179200.0,4.3715702e-14
806,373544300.0,1.6049604e-14
807,1799969.9,7.049285e-17
808,206547.44,2.00094e-18
809,582297.94,1.8152255e-17
810,1198101.0,4.4622023e-17
811,995302600.0,4.2775354e-14
812,256723660.0,1.1028171e-14
813,11038851.0,4.6761825e-16
814,126354850.0,5.424378e-15
815,56624425000000.0,2.4339526e-09
816,5400948.5,2.2527784e-16
817,1527208.4,5.876842e-17
818,3402676.2,1.3938381e-16
819,17644946.0,7.515756e-16
820,4076000.2,1.6832607e-16
821,10777663.0,4.563913e-16
