Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,views,votes
12,richard1986,"jun 30th, 2020 6:43 pm","january 1, 2021","jul 1st, 2020 12:53 pm",entertainment,1398.99,19,100,greenmangaming.com,financial services,mcgill university free personal finance course *online*,6692,42
13,rozario7,"jun 22nd, 2020 7:00 am","june 12, 2020","jul 1st, 2020 12:51 pm",entertainment,$30.48,62,62% off,amazon.ca,apparel,adidas boost slides $30.48 {60%+ off} *select sizes,34758,16
14,zzricezz,"jun 30th, 2020 11:40 pm","august 5, 2020","jul 1st, 2020 12:44 pm",automotive,130.95,19,45,ikea,auto parts & accessories,pro series eclipse 4 bike rack $130.95 - no tax - fs,4303,10
15,toronto_slim,"jul 1st, 2020 11:18 am","july 4, 2020","jul 1st, 2020 12:33 pm",home & garden,11.99,1,$5.00,tilley.com,groceries,marley coffee k cups $11.99/24 fs over $50,705,0
16,yel143,"jun 30th, 2020 11:53 am","july 3, 2020","jul 1st, 2020 12:26 pm",restaurants,$69.99,1,$30 off,harvey's,fast food,"get a free regular size frings, shake or a pie with 15$ purchase via app [in-store pickup only]",890,0
17,fredder,"may 17th, 2020 1:14 pm","july 3, 2020","jul 1st, 2020 12:26 pm",computers & electronics,$69.99,68,$30 off,amazon.ca,cell phones,12gb data per month for 3 months $69.99 mexican sim,21373,13
18,szaurus,"jun 24th, 2020 5:31 pm","july 2, 2020","jul 1st, 2020 12:24 pm",computers & electronics,799,64,$100,best buy,computers & tablets/ereaders,"hp 15.6"" gaming laptop - black (amd ryzen 5 4600h/256gb ssd/8gb ram/nvidia geforce gtx 1050/win 10) - $799",15963,7
19,redsynapse,"jun 23rd, 2020 12:54 am","august 3, 2020","jul 1st, 2020 12:06 pm",home & garden,70.39,51,61% off,petsmart,pets,40 gallon glass aquarium (tetra/marineland) - now $70.39,9904,10
20,jackrabbit000,"jun 30th, 2020 6:49 pm",_nan_,"jul 1st, 2020 11:54 am",sports & fitness,$79.20 usd,10,20%,canadian tire,home & garden,thermapen mk4 blue only for $79.20 usd - 20% off,2228,0
22,dea1er,"jul 1st, 2020 11:02 am","july 5, 2020","jul 1st, 2020 11:02 am",computers & electronics,209.00,0,$190.00,bose canada,other,:: [$209.00] :: refurbished bose qc35 (1st gen) noise cancelling headphones,1253,6
23,supman,"jul 1st, 2020 10:25 am","july 1, 2020","jul 1st, 2020 10:25 am",home & garden,119,0,30,lowe's,home improvement & tools,dewalt 12 amp reciprocating saw $119,932,0
24,idstorms,"jun 30th, 2020 7:40 pm","june 12, 2020","jul 1st, 2020 10:06 am",computers & electronics,_nan_,7,_nan_,steam,video games,[fanatical] atari vault complete pack (steam key) $2.79,2592,12
25,crackthedeal,"jul 1st, 2020 7:57 am","june 29, 2020","jul 1st, 2020 10:03 am",apparel,$1.49,5,95%,apple,computers & electronics,incredibox (ios or android app) for $1.49,2144,12
26,yadvinder007,"jul 1st, 2020 7:26 am","july 2, 2020","jul 1st, 2020 10:03 am",apparel,19.99,2,30%,costco,men's shoes,fila west naples men’s sneaker $19.99,2277,-1
27,unkno,"jun 11th, 2020 8:57 pm","june 25, 2020","jul 1st, 2020 9:41 am",restaurants,214.99,36,36%,amazon.ca,computers & electronics,ring alarm 2nd gen security system (with echo dot) $214.99,8649,8
28,solozinga,"jun 30th, 2020 7:15 pm","june 12, 2020","jul 1st, 2020 9:23 am",small business,1.97,13,56% off,walmart,beauty & wellness,hand sanitizer $1.97 to $10 various sizes,4241,3
29,bbcd,"jun 12th, 2020 10:58 am","july 9, 2020","jul 1st, 2020 8:33 am",automotive,$24.99,17,reg: $65+,canadian tire,computers & electronics,led desk lamp with 10 watt quick charge $24.99,5534,17
0,bing1221,"jun 30th, 2020 7:55 pm","july 10, 2020","jul 1st, 2020 6:21 am",home & garden,79.99,10,20% off,amazon.ca,computers & electronics,xpg gammix d10 ddr4 16gb (2x8gb) 3200mhz 288-pin cl16 pc4-25600,2624,3
1,vwfun,"jul 1st, 2020 2:59 am",_nan_,"jul 1st, 2020 3:01 am",computers & electronics,165.99,1,$24 off,amazon.ca,computers & tablets/ereaders,xpg spectrix d41 rgb 3200mhz 32gb (2 x 16gb) 228-pin pc4-25600 ryzen compatible memory $165.99,1219,0
2,psychomantis,"jul 1st, 2020 1:03 am",_nan_,"jul 1st, 2020 2:18 am",home & garden,46.86,1,20%,amazon.ca,computers & electronics,wyze cam pan 1080p wi-fi indoor security camera ($46.86),2056,1
3,aspen4u,"jun 27th, 2020 11:06 am","june 28, 2020","jul 1st, 2020 1:16 am",beauty & wellness,$419.99,33,40% off,costco,apparel,arc'teryx beta ar jacket 40% off,10748,4
4,koojo,"jun 23rd, 2020 5:59 pm","june 21, 2020","jul 1st, 2020 1:06 am",home & garden,$593.98,72,30$,amazon.ca,computers & electronics,"philips 34"" curved ultrawide monitor - 346b1c - 21:9 (va 100hz - qhd 3440:1440) - $593.98",13825,27
5,starboardbound,"jun 29th, 2020 3:08 pm","july 2, 2020","jul 1st, 2020 1:00 am",small business,168,18,24% off,staples,computers & electronics,apple airpods 2nd gen (non-wireless charging) - $168 !,9018,15
6,daijoubu,"jun 30th, 2020 11:49 pm",_nan_,"jul 1st, 2020 12:26 am",home & garden,30,1,30%+,canadian tire,home improvement & tools,"bostitch floor nailer 2 in 1, 16g l cleats & 15.5g staples $200 (pm opportunity)",1089,3
7,adamking,"jun 8th, 2020 8:50 pm","june 24, 2020","jun 30th, 2020 11:38 pm",automotive,599.99,42,$130,costco,groceries,[costco west] wagyu finally available in gva $69.99/kg,16448,6
8,frank510,"jun 30th, 2020 12:50 pm","july 7, 2020","jun 30th, 2020 10:44 pm",computers & electronics,free,9,56% off,newegg,other,2 free 6” x 8” prints,3683,30
9,akito925,"jun 30th, 2020 1:29 am","july 2, 2020","jun 30th, 2020 10:18 pm",computers & electronics,477.99,18,$20,costco,computers & tablets/ereaders,"samsung galaxy tab s6 lite 10.4 in. 64 gb, wi-fi tablet $457.99 w/flip case",3995,-7
10,g37xs2010,"jun 4th, 2020 5:28 pm",_nan_,"jun 30th, 2020 10:16 pm",computers & electronics,70,20,_nan_,walmart,peripherals & accessories,ymmv 500gb external ssd emtec 70$,6559,2
11,anzvietboy,"jun 25th, 2020 3:54 pm","june 25, 2020","jun 30th, 2020 10:13 pm",beauty & wellness,269-329,36,$15.00,costco,computers & electronics,samsung galaxy watch active 2 bundle $329,7495,8
12,immad01,"jun 30th, 2020 4:45 pm","july 13, 2020","jun 30th, 2020 9:40 pm",home & garden,$13.98,9,$145,walmart,home & garden,hamilton beach single serve blender with travel lid for $13.98 (5 year limited warranty),2100,1
13,zac3ne2nr,"jun 30th, 2020 6:52 pm",_nan_,"jun 30th, 2020 9:31 pm",beauty & wellness,_nan_,2,50%,home depot,home & garden,"ymmv shed inna box / garage in a box, various sizes",1621,1
14,badbeerbreath,"jun 28th, 2020 10:04 pm",_nan_,"jun 30th, 2020 9:07 pm",entertainment,$14.97,10,38% off,walmart,"books, music, movies, magazines",siriusxm - $5 /month for 12 months + a free echo dot,2499,2
15,immad01,"jun 25th, 2020 10:10 am","july 1, 2020","jun 30th, 2020 8:51 pm",travel,$6.44,28,44%,home hardware,home & garden,10l plastic jerry gas can for $6.44 (more than half off) (ontario stores),4197,13
16,strikefreed,"jun 29th, 2020 8:04 am","march 1, 2020","jun 30th, 2020 8:04 pm",beauty & wellness,44.99,12,$15 off,costco,beauty supplies & personal care,philips sonicare diamondclean toothbrush heads (5-pack) $44.99,2167,6
17,bestoffer,"jun 30th, 2020 5:11 pm",_nan_,"jun 30th, 2020 7:53 pm",restaurants,$184.99,10,_nan_,panago pizza,fast food,ampli x panago - $10 on $5 purchase,1371,-3
18,dexterneedsabrain,"jun 30th, 2020 7:23 pm","july 2, 2020","jun 30th, 2020 7:23 pm",home & garden,$29.99,0,40% off,canadian tire,home improvement & tools,smart screen gutter guard - $29.99,1364,4
19,zunairryk,"jun 25th, 2020 8:55 pm","august 16, 2020","jun 30th, 2020 7:04 pm",computers & electronics,$369.99,42,$90,nintendo,peripherals & accessories,google nest wifi 5 router with 2 points - 3 pack - $369.99,7258,-2
20,userna34,"jun 27th, 2020 8:27 pm","july 12, 2020","jun 30th, 2020 6:59 pm",apparel,975,28,30%,moosejaw.com,sports & fitness,nemo canon sleeping bag -40c,5796,9
21,jono454,"may 13th, 2020 10:17 am","may 31, 2020","jun 30th, 2020 6:43 pm",home & garden,50-60,196,45,staples,furniture,humanscale chairs and accessories 20% off,51234,20
22,shawnn84008,"jun 29th, 2020 1:27 pm","september 11, 2020","jun 30th, 2020 6:39 pm",computers & electronics,636,64,10 $ off,amazon.ca,peripherals & accessories,beyerdynamic dt 1990 pro - 636$ lowest price ever,9990,15
23,dmbpjfan,"jun 25th, 2020 10:10 am","june 30, 2020","jun 30th, 2020 6:34 pm",travel,$6.44,12,20%,petro canada,other,ymmv bonus points petro canada email,3620,6
24,zobi123,"jun 30th, 2020 8:03 am",_nan_,"jun 30th, 2020 6:33 pm",restaurants,14.99$,14,17%,amazon.ca,sports & fitness,"theraband resistance bands set 3 pack, $14.51",4513,9
25,driftwood,"jun 29th, 2020 2:48 pm","july 19, 2020","jun 30th, 2020 6:33 pm",restaurants,free,3,15$ off,microsoft store,coffee & desserts,nomad bottle or pixie lungo cups (sherway gardens location) - free,2135,5
26,yel143,"jun 16th, 2020 10:16 pm","june 30, 2020","jun 30th, 2020 6:32 pm",restaurants,_nan_,26,15.95,royal bank,financial services,rbc credit card customers free 500 petro points [ymmv],9014,47
29,gabers,"jun 26th, 2020 12:55 am",_nan_,"jun 26th, 2020 3:21 am",kids & babies,_nan_,4,_nan_,eb games,toys & games,magic the gathering sale,2348,1
27,islander59,"jun 30th, 2020 4:21 pm","july 1, 2020","jun 30th, 2020 6:31 pm",home & garden,_nan_,9,22.3% - 26,dell,computers & electronics,google nest wifi products - $15off$199+ & 5% gcr cash back,1839,0
28,lebrond,"jun 30th, 2020 6:59 am","july 21, 2020","jun 30th, 2020 5:01 pm",computers & electronics,14.36,7,_nan_,amazon.ca,video games,trials of mana (switch/ps4) $44.99,2225,3
29,rogues2017,"may 4th, 2020 3:05 pm","june 30, 2020","jun 30th, 2020 4:51 pm",travel,14.99$,202,5% off,epic games,rail & bus,ugo wallet offering 5% discount on egift cards until june 30th 2020..****please read summary****,39519,61
0,drdtyc,"jun 14th, 2020 10:45 am","september 21, 2020","jun 30th, 2020 4:39 pm",computers & electronics,$59.99,52,$10,amazon.ca,computers & tablets/ereaders,"fire 7 tablet - 2019 release, 16 gb, black - $59.99",12426,1
1,crackthedeal,"jun 30th, 2020 9:49 am","june 29, 2020","jun 30th, 2020 4:31 pm",restaurants,free,20,100%,microsoft store,computers & electronics,free penbook (windows 10/surface digital app),10360,116
2,pidcha,"jun 30th, 2020 9:18 am","july 2, 2020","jun 30th, 2020 4:29 pm",computers & electronics,c$8.17,7,50% off,canadian tire,telecom,.ca domain 50% off,2011,1
3,yellowtuna,"jun 30th, 2020 3:58 pm","may 27, 2020","jun 30th, 2020 4:23 pm",computers & electronics,79.99,2,11,amazon.ca,computers & tablets/ereaders,[amazon.ca] xpg gammix d10 ddr4 16gb (2x8gb) 3200mhz 288-pin cl16 pc4-25600 desktop u-dimm memory $79.99,1084,2
4,chris5555,"jun 30th, 2020 12:02 pm","july 2, 2020","jun 30th, 2020 3:44 pm",entertainment,24.99,7,50% off,canadian tire,automotive,"motomaster 5w40 synthetic engine oil, 5-l",1441,5
5,themau5,"jun 30th, 2020 3:08 pm",_nan_,"jun 30th, 2020 3:36 pm",apparel,140,4,110,foot locker,men's shoes,[warm] ultraboost 3 colors 160$ all-in ymmv,1920,-2
6,seanne,"jun 29th, 2020 6:26 pm","january 1, 2021","jun 30th, 2020 3:13 pm",home & garden,199.98,32,$70.00,walmart,appliances,"rca 5.0 cu ft chest freezer, white $199.98",6064,4
7,el'ation,"jun 9th, 2020 3:24 pm",_nan_,"jun 30th, 2020 2:47 pm",automotive,69.99/kg,46,$6 off,costco,home & garden,rubbermaid® brilliance 18 pieces - $23.99,14343,13
8,causeburn,"jun 28th, 2020 8:48 pm","june 28, 2020","jun 30th, 2020 2:26 pm",computers & electronics,47.99,14,30% off,amazon.ca,home theatre & audio,edifier w820bt wireless bluetooth headphones ($67.99 - $20= $47.99),3294,3
9,montyburns,"jun 30th, 2020 12:47 pm","july 16, 2020","jun 30th, 2020 2:23 pm",computers & electronics,57.99,7,_nan_,best buy,peripherals & accessories,microsoft surface pen + bluetooth mouse $102.74 + tax (pm with bb),1677,1
10,skyhigh75f,"jun 30th, 2020 1:59 pm","july 1, 2020","jun 30th, 2020 1:59 pm",home & garden,1.67,0,_nan_,lowe's,home & garden,hertel nettoyants or cleaners only qc.,550,4
11,rosden,"jun 30th, 2020 8:23 am","july 5, 2020","jun 30th, 2020 1:35 pm",home & garden,$799,7,$150,costco,outdoors & patio,napoleon rogue 425 natural gas grill with cover $799 after $150 off,1986,3
12,captsmethwick,"jun 30th, 2020 5:38 am","june 28, 2020","jun 30th, 2020 1:29 pm",automotive,$25.73,21,$3.50,amazon.ca,computers & electronics,warm - ebl 16-pack aaa 1100mah rechargeable batteries ni-mh $25.73,2701,-9
13,zobi123,"jun 26th, 2020 10:46 am","june 29, 2020","jun 30th, 2020 1:28 pm",automotive,$1999.99,35,15.95,amazon.ca,auto parts & accessories,ravpower portable car jump starter - $25.99,7025,-9
14,clueless fox,"jun 30th, 2020 2:11 am","may 31, 2020","jun 30th, 2020 12:15 pm",apparel,19.97,5,30~60%,lululemon,men's apparel,online sale 50% off suits and sports coats,3145,3
15,zook123,"jun 27th, 2020 4:59 pm","august 3, 2020","jun 30th, 2020 12:15 pm",apparel,19.97,4,30~60%,costco,beauty & wellness,dhc cleansing oil - $19.97,3243,5
16,chingwu,"jun 30th, 2020 11:37 am","august 27, 2020","jun 30th, 2020 12:10 pm",computers & electronics,399,2,$80off,amazon.ca,other,"bose noise cancelling wireless bluetooth headphones 700, with alexa voice control, soapstone $399",1180,0
17,thesubmitter,"jun 20th, 2020 9:39 am","august 5, 2020","jun 30th, 2020 11:45 am",home & garden,50-60,84,$119.60,ikea,appliances,ikea: up to 50% off appliances,31964,27
18,sohsay,"jun 24th, 2020 9:01 am","july 1, 2020","jun 30th, 2020 11:33 am",home & garden,_nan_,27,_nan_,walmart,appliances,hamilton beach 4 slice toaster oven for $19.98 (half price) or stainless steel kettle,6188,11
19,gr8dlr,"jun 30th, 2020 10:21 am","july 31, 2020","jun 30th, 2020 11:28 am",financial services,_nan_,6,_nan_,princess auto,groceries,king cole ducks (aurora) - specials for july,1291,1
20,jdewit,"jun 29th, 2020 3:49 pm","june 29, 2020","jun 30th, 2020 11:18 am",sports & fitness,75,7,_nan_,amazon.ca,equipment,victorinox swiss champ $75,3015,7
21,dealjuice,"jun 27th, 2020 9:57 am","june 4, 2020","jun 30th, 2020 10:44 am",small business,100,72,$50,staples,computers & electronics,amazon fire tv cube (2nd gen) - $100 w/coupon,16280,10
22,delhiboyin,"jun 29th, 2020 10:57 pm","june 30, 2020","jun 30th, 2020 10:10 am",computers & electronics,7.5,4,50% off,walmart,telecom,2nd month free offer,1924,-1
23,m12k1m,"jun 27th, 2020 10:46 am","october 1, 2020","jun 30th, 2020 9:47 am",automotive,1.99,22,60% off,shoppers drug mart,groceries,pc blue menu sparkling water 12 pack ymmv $1.99,6984,20
24,hartia0,"may 28th, 2020 12:07 pm","july 6, 2020","jun 30th, 2020 8:52 am",computers & electronics,$6.49,62,62% off,sony online entertainment,video games,playstation plus june 2020 ( star wars battlefront 2 + call of duty wwii),16084,51
25,presents,"jun 30th, 2020 12:41 am","july 5, 2020","jun 30th, 2020 8:09 am",apparel,179.99,3,$80 off,costco,men's apparel,citizen eco-drive brycen black dial men's watch - $179.99 delivered,3531,2
26,linuxfan,"jun 28th, 2020 1:29 pm","july 16, 2020","jun 30th, 2020 1:31 am",automotive,89.99,18,8%,amazon.ca,computers & electronics,tp-link eap245 v3 ac1750 poe wireless mu-mimo gigabit ceiling mount access point(warm)$89.99,4709,3
27,esjexplorer,"jun 29th, 2020 2:49 pm","july 5, 2020","jun 30th, 2020 12:49 am",travel,$10.88,10,_nan_,bose canada,other,earn 10x the miles with our 7 days of summer event,2469,4
28,xtreme883,"jun 30th, 2020 12:47 am","july 5, 2020","jun 30th, 2020 12:47 am",home & garden,11.99,0,45% off,peaveymart,home & garden,scotts summerguard fertilizer 4kg bag $11.99,1253,1
29,pinotnoah,"jun 29th, 2020 4:13 pm","july 18, 2020","jun 30th, 2020 12:05 am",home & garden,$3.10,12,80%,microsoft store,groceries,80% off select lindt chocolate vaughan mills,3841,5
0,cyndihuu,"jun 25th, 2020 6:46 pm","june 26, 2020","jun 29th, 2020 11:28 pm",restaurants,$0.99,38,60,wendy's,fast food,$0.99 chocolate frosty at wendy's,9703,33
1,canadianhummus,"jun 29th, 2020 10:58 am","july 26, 2020","jun 29th, 2020 11:14 pm",financial services,51.99,11,$17.00,amazon.ca,other,trolley dolly - victorian ($51.99),2950,0
2,bincent,"jun 29th, 2020 6:10 pm","june 30, 2020","jun 29th, 2020 10:38 pm",travel,$2,4,50% off,whole foods market,groceries,gt kombucha (2 for $4) @ whole foods markham,1781,5
3,toguy,"jun 29th, 2020 7:24 am","august 2, 2020","jun 29th, 2020 10:19 pm",beauty & wellness,134.99,17,$35,costco,beauty supplies & personal care,sonicare toothbrushes (2-pack) - 134.99 ($35 off),3764,3
4,skilas,"jun 29th, 2020 12:54 am","october 13, 2020","jun 29th, 2020 10:10 pm",kids & babies,139.99,9,_nan_,amazon.ca,school supplies,color & frame coloring books (spiral bound) - by the sea / in the forest - $3.19 each,3630,12
5,freebush,"jun 29th, 2020 9:46 pm","june 30, 2020","jun 29th, 2020 9:46 pm",travel,$14.99,0,$40.00,memory express,computers & electronics,polk audio swimmer jr flexible bluetooth speaker $14.99/ polk audio swimmer duo bluetooth waterproof speaker $19.99,1668,2
6,poutinesauce,"jun 24th, 2020 8:18 pm","july 6, 2020","jun 29th, 2020 9:36 pm",computers & electronics,$6.49,10,50% off,nintendo,video games,duke nukem 20th anniversary world tour switch $6.49 on eshop,3895,3
7,baykingcollege,"may 31st, 2020 2:25 pm",_nan_,"jun 29th, 2020 9:29 pm",home & garden,398,103,_nan_,home depot,home improvement & tools,ryobi 18v one+ 16-inch mower + trimmer + blower + 2 * 4.0ah batteries + charger $398,25922,12
8,nerdygreg,"jun 29th, 2020 3:11 pm",_nan_,"jun 29th, 2020 9:11 pm",home & garden,$2 per can,10,_nan_,canadian tire,groceries,waterloo brewing: $60 for 30 tall boys,3860,12
9,pleebent,"may 23rd, 2020 7:06 pm","january 1, 2021","jun 29th, 2020 9:09 pm",beauty & wellness,15 usd,303,81% off,hyundai,automotive,hyundai sante fe and tucson 0% financing for 72m and 6m payment deferral,60557,24
10,scrubfordeals,"jun 29th, 2020 7:36 pm","july 13, 2020","jun 29th, 2020 8:17 pm",kids & babies,5.99,5,50% off,uber eats,other,$8 off on $15 - targeted,2041,-2
11,pkeep22,"jun 24th, 2020 12:04 pm","august 30, 2020","jun 29th, 2020 8:11 pm",entertainment,21.89,61,65%,amazon.ca,"books, music, movies, magazines",parasite 4k blu ray - $21.89,6698,23
12,btwitsmatt,"jun 29th, 2020 9:34 am","july 6, 2020","jun 29th, 2020 6:23 pm",sports & fitness,$9.96,11,25% off,altitude sports,other,hydroflask 25% off + 5% membership discount,3170,6
13,essjayess,"jun 29th, 2020 6:14 pm",_nan_,"jun 29th, 2020 6:18 pm",small business,$1.47,1,64% off,amazon.ca,groceries,"nuba hibiscus tisane (tea), low calorie, 355ml, $1.47 (add-on item)",946,-1
14,asdmd19,"jun 25th, 2020 1:23 pm","december 31, 2020","jun 29th, 2020 6:14 pm",computers & electronics,348,7,22% off,costco,peripherals & accessories,sony wh-1000xm3 wireless noise cancelling headphones – $100.00 off,4279,-7
15,jasonp2323,"jun 17th, 2020 9:37 pm","july 16, 2020","jun 29th, 2020 4:31 pm",computers & electronics,$50,51,47% off,freedom mobile,telecom,*warm* freedom mobile $50 15gb,10530,4
16,pongster,"jun 18th, 2020 2:53 pm","july 7, 2020","jun 29th, 2020 4:28 pm",home & garden,$29.99,14,$80 off,costco,appliances,costco.ca foodsaver model fm1500-033 $29.99,5496,-1
17,mikowilson,"jun 29th, 2020 12:55 pm","july 5, 2020","jun 29th, 2020 4:23 pm",beauty & wellness,119.99,6,50%,amazon.ca,computers & electronics,"echo plus (2nd gen), with amazon smart plug and phillips hue white a19 led smart bulb -- $119 / 50% off",1380,1
18,freefast99,"jun 29th, 2020 4:18 pm","january 1, 2021","jun 29th, 2020 4:18 pm",computers & electronics,656.99,0,_nan_,amazon.ca,cameras,"insta 360 one r 1"" edition 656.99 all in!",1502,-1
19,simplex1234,"jun 29th, 2020 3:08 pm","november 30, 2020","jun 29th, 2020 3:08 pm",home & garden,242.10,1,24% off,home depot,home improvement & tools,milwaukee m12 fuel 1/4″ extended reach ratchet @ $242.10,1145,0
20,zzricezz,"jun 29th, 2020 10:37 am","august 5, 2020","jun 29th, 2020 2:21 pm",home & garden,50-60,25,45,ikea,furniture,"hällestad laminate countertop 74"" ($50) or 98"" ($60)",7555,20
21,gitgudsam,"jun 29th, 2020 2:07 pm","july 27, 2020","jun 29th, 2020 2:07 pm",computers & electronics,$79.99,0,$10 off,amazon.ca,cameras,fujifilm instax mini 11 - $79.99 ($10 off),756,-2
22,cheapo-findo,"jun 7th, 2020 12:52 am","june 12, 2020","jun 29th, 2020 12:48 pm",small business,1.97,16,56% off,amazon.ca,office supplies,crayola 24 coloured pencils - $1.97 ( an add-on item),6583,30
23,types84,"jun 23rd, 2020 9:25 am","june 29, 2020","jun 29th, 2020 12:43 pm",home & garden,$1999.99,35,15.95,marks works wearhouse,appliances,nespresso private sale - vertuo line for $29 with 350 pod purchase - ends june 29th!,13041,6
24,rupendra76,"jun 15th, 2020 4:29 pm","july 17, 2020","jun 29th, 2020 12:39 pm",home & garden,199,15,65%,rona,home improvement & tools,bostitch 2hp/ gal compressor with 18ga nailer combo $199,4495,0
25,karthiks,"may 24th, 2020 10:43 pm","july 16, 2020","jun 29th, 2020 12:30 pm",computers & electronics,30 to 65,67,60% ++,virgin mobile,telecom,[ymmv] [on] [qc] 8gb @ $45/mo byod plan with virgin home internet,22066,14
26,sprung,"jun 26th, 2020 1:04 pm","september 7, 2020","jun 29th, 2020 12:07 pm",travel,1899,21,13% off,mcdonalds,hotels,"westin marriot toronto - free breakfast, parking, and more all summer",5155,-1
27,dlabel,"jun 13th, 2020 3:47 pm",_nan_,"jun 29th, 2020 11:57 am",home & garden,$119,100,reg $399,home depot,home & garden,retractable awning $119,41128,15
28,awsometruth,"jun 28th, 2020 5:46 pm","july 30, 2020","jun 29th, 2020 11:24 am",automotive,90.88,4,$3.50,lcbo,computers & electronics,$90.88 - mecool km1 4gb ram + 32gb- google certified android tv,1834,-9
29,immad01,"jun 25th, 2020 11:34 am","july 1, 2020","jun 29th, 2020 10:33 am",apparel,$10.99,19,30%+,lowe's,home & garden,"flexon 1/2"" x 50' light-duty hose for $10.99 (in store only, gta stores)",4136,3
0,aquaman123,"jun 29th, 2020 9:43 am","july 9, 2020","jun 29th, 2020 9:45 am",kids & babies,$17.99,1,40%,canadian tire,toys & games,hot wheels cars 20pk-$17.99,1419,6
1,frugalcanuck,"jun 15th, 2020 6:34 pm","july 9, 2020","jun 29th, 2020 9:31 am",computers & electronics,1498.00,28,21,visions electronics,televisions,"sony 65"" 4k hdr smart android tv with picture processor x1 ultimate (xbr65x950g) $1498 in store only ymmv",5611,12
2,goombaxiv,"jun 28th, 2020 10:20 am",_nan_,"jun 29th, 2020 9:18 am",sports & fitness,140,3,110,mec,equipment,la sportiva climbing shoes 25% off,1920,6
3,badbeerbreath,"jun 29th, 2020 7:32 am",_nan_,"jun 29th, 2020 7:36 am",entertainment,$14.97,1,38% off,costco,"books, music, movies, magazines",deezer hifi - 1 month free then cad $14.99/month,844,1
4,twisted_rabbit,"jun 1st, 2020 11:01 am","june 30, 2020","jun 29th, 2020 7:35 am",computers & electronics,28,68,80-90% off,bed bath and beyond,home theatre & audio,sennheiser hd 25 $129.95 hd 280pro $99.95 free shipping,21837,34
5,racheln35978,"jun 29th, 2020 12:01 am","july 15, 2020","jun 29th, 2020 6:18 am",travel,1899,5,up to 20%,sandmanhotels.com,hotels,select sandman hotels in alberta - $75 amex gift card per night,2220,4
6,paulie1rfd,"jun 21st, 2020 11:40 pm","june 25, 2020","jun 29th, 2020 1:05 am",beauty & wellness,too many,76,varies,best buy,computers & electronics,boxing day in summer sale,43770,-46
7,causeburn,"jun 28th, 2020 10:00 pm",_nan_,"jun 29th, 2020 1:01 am",entertainment,1399.00,16,26% off,canada computers,computers & electronics,"acer predator helios 300 gaming notebook ($1,899 - $500 = $1399.00)",2888,-6
8,2riskit,"jun 11th, 2020 9:26 pm","september 25, 2020","jun 28th, 2020 11:55 pm",computers & electronics,$ 79.99,214,$35,giant tiger,peripherals & accessories,windows 10 professional $59.99 cdn or $39.99 usd,33620,-52
9,fifi75,"jun 22nd, 2020 9:37 am","june 28, 2020","jun 28th, 2020 11:11 pm",sports & fitness,24.49,37,50%,costco,clothing & accessories,"canadian tire triangle mastercard holders - 50% off at helly hansen + free shipping (targeted, ymmv)",8067,8
10,malayt55490,"jun 4th, 2020 3:26 pm","may 27, 2020","jun 28th, 2020 10:02 pm",home & garden,252.64,17,28%,amazon.ca,appliances,vitamix explorian blender- renewed: $252.64,7480,0
11,wax888,"jun 5th, 2020 4:41 pm","july 2, 2020","jun 28th, 2020 9:26 pm",computers & electronics,797.99,7,15.95,costco,televisions,hisense 70-in. 4k hdr roku smart tv 70r6209 for $797.99,5923,16
12,brghunter,"mar 19th, 2020 11:41 am","june 20, 2020","jun 28th, 2020 8:43 pm",financial services,142 cad,151,$30 off,lowe's,home & garden,"free shipping, no minimum",45147,-11
13,otaknap,"jun 28th, 2020 2:38 pm","may 27, 2020","jun 28th, 2020 7:33 pm",apparel,400,5,31%,home depot,home & garden,weber q3200ng [ymmv] vaughan location $400,3676,1
14,jon604,"jun 27th, 2020 7:47 pm",_nan_,"jun 28th, 2020 7:29 pm",home & garden,$114,20,15%,walmart,appliances,thermapen mk4 $115,4579,4
15,dostrowsky,"jun 28th, 2020 6:40 pm",_nan_,"jun 28th, 2020 6:40 pm",computers & electronics,$10,0,60%,walmart,peripherals & accessories,great value inkjet cartridges ($5 or $10),1521,1
16,nabeeltech,"jun 25th, 2020 6:35 pm",_nan_,"jun 28th, 2020 5:44 pm",beauty & wellness,4,4,81% off,dollarama,home & garden,"(ymmv) phillips led recessed retrofit trim 5-6"" - $4",2871,3
17,coopercold,"jun 22nd, 2020 10:58 am","august 3, 2020","jun 28th, 2020 5:14 pm",beauty & wellness,5.97,18,_nan_,amazon.ca,groceries,reese puffs cereal 601g (family size) $3.37 or $3.77 on s&s + fs (no prime needed),4124,19
18,slyn007,"jun 27th, 2020 12:55 pm","july 9, 2020","jun 28th, 2020 4:56 pm",automotive,$99.99,10,$130,canadian tire,automotive,big red 3.5 ton jack - $99.99 ymmv,3840,2
19,phoreoneone,"jun 28th, 2020 3:07 pm",_nan_,"jun 28th, 2020 4:50 pm",beauty & wellness,_nan_,5,_nan_,amazon.ca,beauty & wellness,jamieson chewable vitamin c 500 mg - tangy orange $3.99,2002,4
20,redflagdealsguy,"jun 28th, 2020 11:50 am",_nan_,"jun 28th, 2020 4:35 pm",home & garden,857.10,23,_nan_,grand and toy,computers & electronics,"lenovo v14-are - 14"" fhd - ryzen 7 4700u - 8 gb / 256 gb ssd - us english keyboard -- $857.10 [backordered] (ends 06/30)",3708,3
